scope,page_number,metric,cluster_id,position_mean,position_min,position_max,position_range,x0_min,x1_max,token_count,page_count,sample_pages,sample_texts
sample_page,2,x0,15,117.67299200000002,116.18,120.06624000000001,3.886240000000001,116.18,132.48480000000006,5,1,2,RM|belajar|K|yang
sample_page,2,x0,16,132.75936000000002,130.58400000000003,133.96320000000003,3.3791999999999973,130.58400000000003,157.89216000000002,4,1,2,mempunyai|masih|=|(diploma
sample_page,2,x0,17,136.6168611764706,136.46,138.27168000000003,1.811680000000024,136.46,159.55008000000004,34,1,2,"-|1|2|3|4|5|RM2,000"
sample_page,2,x0,18,143.07768571428576,142.43676000000008,145.22,2.783239999999921,142.43676000000008,158.44488000000007,7,1,2,orang|KA1|RM
sample_page,2,x0,19,148.36176,148.36176,148.36176,0.0,148.36176,164.13312000000002,1,1,2,belajar
sample_page,2,x0,20,155.76960000000005,155.76960000000005,155.76960000000005,0.0,155.76960000000005,161.34528000000003,1,1,2,ke
sample_page,2,x0,21,160.50879428571437,159.35472000000004,162.72864000000004,3.3739199999999983,159.35472000000004,174.32352000000003,7,1,2,3|anak|atas)
sample_page,2,x0,22,165.44284266666668,163.67376000000004,165.61152,1.9377599999999688,163.67376000000004,186.03455999999994,30,1,2,orang|-|(diploma
sample_page,2,x0,23,174.41397333333336,173.18,175.80192000000002,2.621920000000017,173.18,185.1162,3,1,2,KA2|RM|=
sample_page,2,x0,24,179.44776000000002,178.53696000000002,180.35856,1.8215999999999894,178.53696000000002,201.63696,2,1,2,"anak)|RM8,000"
sample_page,2,x0,25,187.41791999999995,187.41791999999995,187.41791999999995,0.0,187.41791999999995,192.99359999999993,1,1,2,ke
sample_page,2,x0,26,194.53437793103447,194.37695999999994,194.54,0.16304000000005203,194.37695999999994,205.97183999999993,29,1,2,atas)|-
sample_page,2,x0,27,202.84677333333335,202.22,203.3,1.0800000000000125,202.22,226.44239999999994,3,1,2,KA3|(dianggap|RM
sample_page,2,x0,28,207.45023999999992,207.45023999999992,207.45023999999992,0.0,207.45023999999992,210.53375999999992,1,1,2,=
sample_page,2,x0,29,212.0068799999999,212.0068799999999,212.0068799999999,0.0,212.0068799999999,236.1628799999999,1,1,2,"RM14,000"
sample_page,2,x0,30,216.62,216.62,216.62,0.0,216.62,235.27388,1,1,2,Where
sample_page,2,x0,31,223.50551724137932,221.42,223.58,2.160000000000025,221.42,233.70752,29,1,2,Jika|-
sample_page,2,x0,32,227.94191999999993,227.94191999999993,227.94191999999993,0.0,227.94191999999993,255.25007999999985,1,1,2,mempunyai
sample_page,2,x0,33,231.8,231.26,232.34,1.0800000000000125,231.26,243.19619999999998,2,1,2,KA4|RM
sample_page,2,x0,34,236.66673333333333,235.44379999999998,237.5462399999999,2.102439999999916,235.44379999999998,274.23524000000003,3,1,2,isteri/suami|wife/husband|(dianggap
