page_number,template_family,section_code,row_index,center,top_boundary,bottom_boundary,salary_from,salary_to,line_token_count,expected_cell_count,assigned_cell_token_count,line_text
355,short_final_ka1_ka10,KA1_KA10,3,177.2472,173.4072,181.0872,86011,86015,26,25,25,86011 - 86015 20345.05 20251.70 20205.05 20158.35 20111.70 20065.05 20018.35 19971.70 19925.05 19878.35 19831.70 19786.40 20345.05 20298.35 20251.70 20205.05 20158.35 20111.70 20065.05 20018.35 19971.70 19925.05 19878.35
355,short_final_ka1_ka10,KA1_KA10,4,184.9272,181.0872,188.7672,86016,86020,26,25,25,86016 - 86020 20346.45 20253.10 20206.45 20159.75 20113.10 20066.45 20019.75 19973.10 19926.45 19879.75 19833.10 19787.70 20346.45 20299.75 20253.10 20206.45 20159.75 20113.10 20066.45 20019.75 19973.10 19926.45 19879.75
355,short_final_ka1_ka10,KA1_KA10,5,192.6072,188.7672,196.4472,86021,86025,26,25,25,86021 - 86025 20347.85 20254.50 20207.85 20161.15 20114.50 20067.85 20021.15 19974.50 19927.85 19881.15 19834.50 19789.00 20347.85 20301.15 20254.50 20207.85 20161.15 20114.50 20067.85 20021.15 19974.50 19927.85 19881.15
355,short_final_ka1_ka10,KA1_KA10,6,200.2872,196.4472,204.1272,86026,86030,26,25,25,86026 - 86030 20349.25 20255.90 20209.25 20162.55 20115.90 20069.25 20022.55 19975.90 19929.25 19882.55 19835.90 19790.30 20349.25 20302.55 20255.90 20209.25 20162.55 20115.90 20069.25 20022.55 19975.90 19929.25 19882.55
355,short_final_ka1_ka10,KA1_KA10,7,207.9672,204.1272,211.8072,86031,86035,26,25,25,86031 - 86035 20350.65 20257.30 20210.65 20163.95 20117.30 20070.65 20023.95 19977.30 19930.65 19883.95 19837.30 19791.60 20350.65 20303.95 20257.30 20210.65 20163.95 20117.30 20070.65 20023.95 19977.30 19930.65 19883.95
355,short_final_ka1_ka10,KA1_KA10,8,215.6472,211.8072,219.4872,86036,86040,26,25,25,86036 - 86040 20352.05 20258.70 20212.05 20165.35 20118.70 20072.05 20025.35 19978.70 19932.05 19885.35 19838.70 19792.90 20352.05 20305.35 20258.70 20212.05 20165.35 20118.70 20072.05 20025.35 19978.70 19932.05 19885.35
355,short_final_ka1_ka10,KA1_KA10,9,223.3272,219.4872,227.1672,86041,86045,26,25,25,86041 - 86045 20353.45 20260.10 20213.45 20166.75 20120.10 20073.45 20026.75 19980.10 19933.45 19886.75 19840.10 19794.20 20353.45 20306.75 20260.10 20213.45 20166.75 20120.10 20073.45 20026.75 19980.10 19933.45 19886.75
355,short_final_ka1_ka10,KA1_KA10,10,231.0072,227.1672,234.8472,86046,86050,26,25,25,86046 - 86050 20354.85 20261.50 20214.85 20168.15 20121.50 20074.85 20028.15 19981.50 19934.85 19888.15 19841.50 19795.50 20354.85 20308.15 20261.50 20214.85 20168.15 20121.50 20074.85 20028.15 19981.50 19934.85 19888.15
355,short_final_ka1_ka10,KA1_KA10,11,238.6872,234.8472,242.5272,86051,86055,26,25,25,86051 - 86055 20356.25 20262.90 20216.25 20169.55 20122.90 20076.25 20029.55 19982.90 19936.25 19889.55 19842.90 19796.80 20356.25 20309.55 20262.90 20216.25 20169.55 20122.90 20076.25 20029.55 19982.90 19936.25 19889.55
355,short_final_ka1_ka10,KA1_KA10,12,246.3672,242.5272,250.2072,86056,86060,26,25,25,86056 - 86060 20357.65 20264.30 20217.65 20170.95 20124.30 20077.65 20030.95 19984.30 19937.65 19890.95 19844.30 19798.10 20357.65 20310.95 20264.30 20217.65 20170.95 20124.30 20077.65 20030.95 19984.30 19937.65 19890.95
355,short_final_ka1_ka10,KA1_KA10,13,254.0472,250.2072,257.8872,86061,86065,26,25,25,86061 - 86065 20359.05 20265.70 20219.05 20172.35 20125.70 20079.05 20032.35 19985.70 19939.05 19892.35 19845.70 19799.40 20359.05 20312.35 20265.70 20219.05 20172.35 20125.70 20079.05 20032.35 19985.70 19939.05 19892.35
355,short_final_ka1_ka10,KA1_KA10,14,261.7272,257.8872,265.5672,86066,86070,26,25,25,86066 - 86070 20360.45 20267.10 20220.45 20173.75 20127.10 20080.45 20033.75 19987.10 19940.45 19893.75 19847.10 19800.70 20360.45 20313.75 20267.10 20220.45 20173.75 20127.10 20080.45 20033.75 19987.10 19940.45 19893.75
355,short_final_ka1_ka10,KA1_KA10,15,269.4072,265.5672,273.2572,86071,86075,26,25,25,86071 - 86075 20361.85 20268.50 20221.85 20175.15 20128.50 20081.85 20035.15 19988.50 19941.85 19895.15 19848.50 19802.00 20361.85 20315.15 20268.50 20221.85 20175.15 20128.50 20081.85 20035.15 19988.50 19941.85 19895.15
355,short_final_ka1_ka10,KA1_KA10,16,277.1072,273.2572,280.9472,86076,86080,26,25,25,86076 - 86080 20363.25 20269.90 20223.25 20176.55 20129.90 20083.25 20036.55 19989.90 19943.25 19896.55 19849.90 19803.30 20363.25 20316.55 20269.90 20223.25 20176.55 20129.90 20083.25 20036.55 19989.90 19943.25 19896.55
355,short_final_ka1_ka10,KA1_KA10,17,284.7872,280.9472,288.6272,86081,86085,26,25,25,86081 - 86085 20364.65 20271.30 20224.65 20177.95 20131.30 20084.65 20037.95 19991.30 19944.65 19897.95 19851.30 19804.65 20364.65 20317.95 20271.30 20224.65 20177.95 20131.30 20084.65 20037.95 19991.30 19944.65 19897.95
357,intro_data_ka11_ka20,KA11_KA20,1,312.4514,308.1914,316.7114,4976,4980,23,22,22,4976 - 4980 - - - - - - - - - - 1.05 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,2,320.9714,316.7114,325.2314,4981,4985,23,22,22,4981 - 4985 - - - - - - - - - - 1.20 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,3,329.4914,325.2314,333.7514,4986,4990,23,22,22,4986 - 4990 - - - - - - - - - - 1.35 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,4,338.0114,333.7514,342.2714,4991,4995,23,22,22,4991 - 4995 - - - - - - - - - - 1.50 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,5,346.5314,342.2714,350.7914,4996,5000,23,22,22,4996 - 5000 - - - - - - - - - - 1.65 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,6,355.0514,350.7914,359.3114,5001,5005,23,22,22,5001 - 5005 - - - - - - - - - - 1.80 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,7,363.5714,359.3114,367.8314,5006,5010,23,22,22,5006 - 5010 - - - - - - - - - - 1.95 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,8,372.0914,367.8314,376.3514,5011,5015,23,22,22,5011 - 5015 - - - - - - - - - - 2.10 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,9,380.6114,376.3514,384.8864,5016,5020,23,22,22,5016 - 5020 - - - - - - - - - - 2.25 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,10,389.1614,384.8864,393.4214,5021,5025,23,22,22,5021 - 5025 - - - - - - - - - - 2.40 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,11,397.6814,393.4214,401.9414,5026,5030,23,22,22,5026 - 5030 - - - - - - - - - - 2.55 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,12,406.2014,401.9414,410.4614,5031,5035,23,22,22,5031 - 5035 - - - - - - - - - - 2.70 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,13,414.7214,410.4614,418.9814,5036,5040,23,22,22,5036 - 5040 - - - - - - - - - - 2.85 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,14,423.2414,418.9814,427.5014,5041,5045,23,22,22,5041 - 5045 - - - - - - - - - - 3.00 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,15,431.7614,427.5014,436.0214,5046,5050,23,22,22,5046 - 5050 - - - - - - - - - - 3.15 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,16,440.2814,436.0214,444.5414,5051,5055,23,22,22,5051 - 5055 - - - - - - - - - - 3.30 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,17,448.8014,444.5414,453.0614,5056,5060,23,22,22,5056 - 5060 - - - - - - - - - - 3.45 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,18,457.3214,453.0614,461.5814,5061,5065,23,22,22,5061 - 5065 - - - - - - - - - - 3.60 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,19,465.8414,461.5814,470.1014,5066,5070,23,22,22,5066 - 5070 - - - - - - - - - - 3.75 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,20,474.3614,470.1014,478.6214,5071,5075,23,22,22,5071 - 5075 - - - - - - - - - - 3.90 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,21,482.8814,478.6214,487.1414,5076,5080,23,22,22,5076 - 5080 - - - - - - - - - - 4.05 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,22,491.4014,487.1414,495.6714,5081,5085,23,22,22,5081 - 5085 - - - - - - - - - - 4.20 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,23,499.9414,495.6714,504.2014,5086,5090,23,22,22,5086 - 5090 - - - - - - - - - - 4.35 - - - - - - - - -
357,intro_data_ka11_ka20,KA11_KA20,24,508.4614,504.2014,512.7214,5091,5095,23,22,22,5091 - 5095 - - - - - - - - - - 4.50 - - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,1,143.6814,139.4214,147.9414,5096,5100,23,22,22,5096 - 5100 - - - - - - - - - - 4.65 - - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,2,152.2014,147.9414,156.4764,5101,5105,23,22,22,5101 - 5105 - - - - - - - - - - 4.80 - - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,3,160.7514,156.4764,165.0114,5106,5110,23,22,22,5106 - 5110 - - - - - - - - - - 4.95 - - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,4,169.2714,165.0114,173.5314,5111,5115,23,22,22,5111 - 5115 - - - - - - - - - - 5.10 - - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,5,177.7914,173.5314,182.0514,5116,5120,23,22,22,5116 - 5120 - - - - - - - - - - 5.25 - - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,6,186.3114,182.0514,190.5714,5121,5125,23,22,22,5121 - 5125 - - - - - - - - - - 5.40 - - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,7,194.8314,190.5714,199.0914,5126,5130,23,22,22,5126 - 5130 - - - - - - - - - - 5.55 - - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,8,203.3514,199.0914,207.6114,5131,5135,23,22,22,5131 - 5135 - - - - - - - - - - 5.70 - - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,9,211.8714,207.6114,216.1314,5136,5140,23,22,22,5136 - 5140 - - - - - - - - - - 5.85 - - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,10,220.3914,216.1314,224.6514,5141,5145,23,22,22,5141 - 5145 - - - - - - - - - - 6.00 1.00 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,11,228.9114,224.6514,233.1714,5146,5150,23,22,22,5146 - 5150 - - - - - - - - - - 6.15 1.15 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,12,237.4314,233.1714,241.6914,5151,5155,23,22,22,5151 - 5155 - - - - - - - - - - 6.30 1.30 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,13,245.9514,241.6914,250.2114,5156,5160,23,22,22,5156 - 5160 - - - - - - - - - - 6.45 1.45 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,14,254.4714,250.2114,258.7314,5161,5165,23,22,22,5161 - 5165 - - - - - - - - - - 6.60 1.60 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,15,262.9914,258.7314,267.2614,5166,5170,23,22,22,5166 - 5170 - - - - - - - - - - 6.75 1.75 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,16,271.5314,267.2614,275.7914,5171,5175,23,22,22,5171 - 5175 - - - - - - - - - - 6.90 1.90 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,17,280.0514,275.7914,284.3114,5176,5180,23,22,22,5176 - 5180 - - - - - - - - - - 7.05 2.05 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,18,288.5714,284.3114,292.8314,5181,5185,23,22,22,5181 - 5185 - - - - - - - - - - 7.20 2.20 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,19,297.0914,292.8314,301.3514,5186,5190,23,22,22,5186 - 5190 - - - - - - - - - - 7.35 2.35 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,20,305.6114,301.3514,309.8714,5191,5195,23,22,22,5191 - 5195 - - - - - - - - - - 7.50 2.50 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,21,314.1314,309.8714,318.3914,5196,5200,23,22,22,5196 - 5200 - - - - - - - - - - 7.65 2.65 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,22,322.6514,318.3914,326.9114,5201,5205,23,22,22,5201 - 5205 - - - - - - - - - - 7.80 2.80 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,23,331.1714,326.9114,335.4314,5206,5210,23,22,22,5206 - 5210 - - - - - - - - - - 7.95 2.95 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,24,339.6914,335.4314,343.9514,5211,5215,23,22,22,5211 - 5215 - - - - - - - - - - 8.10 3.10 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,25,348.2114,343.9514,352.4714,5216,5220,23,22,22,5216 - 5220 - - - - - - - - - - 8.25 3.25 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,26,356.7314,352.4714,360.9914,5221,5225,23,22,22,5221 - 5225 - - - - - - - - - - 8.40 3.40 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,27,365.2514,360.9914,369.5114,5226,5230,23,22,22,5226 - 5230 - - - - - - - - - - 8.55 3.55 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,28,373.7714,369.5114,378.0314,5231,5235,23,22,22,5231 - 5235 - - - - - - - - - - 8.70 3.70 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,29,382.2914,378.0314,386.5664,5236,5240,23,22,22,5236 - 5240 - - - - - - - - - - 8.85 3.85 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,30,390.8414,386.5664,395.1014,5241,5245,23,22,22,5241 - 5245 - - - - - - - - - - 9.00 4.00 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,31,399.3614,395.1014,403.6214,5246,5250,23,22,22,5246 - 5250 - - - - - - - - - - 9.15 4.15 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,32,407.8814,403.6214,412.1414,5251,5255,23,22,22,5251 - 5255 - - - - - - - - - - 9.30 4.30 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,33,416.4014,412.1414,420.6614,5256,5260,23,22,22,5256 - 5260 - - - - - - - - - - 9.45 4.45 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,34,424.9214,420.6614,429.1814,5261,5265,23,22,22,5261 - 5265 - - - - - - - - - - 9.60 4.60 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,35,433.4414,429.1814,437.7014,5266,5270,23,22,22,5266 - 5270 - - - - - - - - - - 9.75 4.75 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,36,441.9614,437.7014,446.2214,5271,5275,23,22,22,5271 - 5275 - - - - - - - - - - 9.90 4.90 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,37,450.4814,446.2214,454.7414,5276,5280,23,22,22,5276 - 5280 - - - - - - - - - - 10.05 5.05 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,38,459.0014,454.7414,463.2614,5281,5285,23,22,22,5281 - 5285 - - - - - - - - - - 10.20 5.20 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,39,467.5214,463.2614,471.7814,5286,5290,23,22,22,5286 - 5290 - - - - - - - - - - 10.35 5.35 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,40,476.0414,471.7814,480.3014,5291,5295,23,22,22,5291 - 5295 - - - - - - - - - - 10.50 5.50 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,41,484.5614,480.3014,488.8214,5296,5300,23,22,22,5296 - 5300 - - - - - - - - - - 10.65 5.65 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,42,493.0814,488.8214,497.3514,5301,5305,23,22,22,5301 - 5305 - - - - - - - - - - 10.80 5.80 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,43,501.6214,497.3514,505.8814,5306,5310,23,22,22,5306 - 5310 - - - - - - - - - - 10.95 5.95 - - - - - - - -
358,normal_ka11_ka20,KA11_KA20,44,510.1414,505.8814,514.4014,5311,5315,23,22,22,5311 - 5315 - - - - - - - - - - 11.10 6.10 1.10 - - - - - - -
400,normal_ka11_ka20,KA11_KA20,1,143.6814,139.4214,147.9414,14336,14340,23,22,22,14336 - 14340 1649.95 1609.95 1569.95 1529.95 1489.95 1449.95 1409.95 1369.95 1329.95 1289.95 1729.95 1689.95 1649.95 1609.95 1569.95 1529.95 1489.95 1449.95 1409.95 1369.95
400,normal_ka11_ka20,KA11_KA20,2,152.2014,147.9414,156.4764,14341,14345,23,22,22,14341 - 14345 1651.15 1611.15 1571.15 1531.15 1491.15 1451.15 1411.15 1371.15 1331.15 1291.15 1731.15 1691.15 1651.15 1611.15 1571.15 1531.15 1491.15 1451.15 1411.15 1371.15
400,normal_ka11_ka20,KA11_KA20,3,160.7514,156.4764,165.0114,14346,14350,23,22,22,14346 - 14350 1652.35 1612.35 1572.35 1532.35 1492.35 1452.35 1412.35 1372.35 1332.35 1292.35 1732.35 1692.35 1652.35 1612.35 1572.35 1532.35 1492.35 1452.35 1412.35 1372.35
400,normal_ka11_ka20,KA11_KA20,4,169.2714,165.0114,173.5314,14351,14355,23,22,22,14351 - 14355 1653.55 1613.55 1573.55 1533.55 1493.55 1453.55 1413.55 1373.55 1333.55 1293.55 1733.55 1693.55 1653.55 1613.55 1573.55 1533.55 1493.55 1453.55 1413.55 1373.55
400,normal_ka11_ka20,KA11_KA20,5,177.7914,173.5314,182.0514,14356,14360,23,22,22,14356 - 14360 1654.75 1614.75 1574.75 1534.75 1494.75 1454.75 1414.75 1374.75 1334.75 1294.75 1734.75 1694.75 1654.75 1614.75 1574.75 1534.75 1494.75 1454.75 1414.75 1374.75
400,normal_ka11_ka20,KA11_KA20,6,186.3114,182.0514,190.5714,14361,14365,23,22,22,14361 - 14365 1655.95 1615.95 1575.95 1535.95 1495.95 1455.95 1415.95 1375.95 1335.95 1295.95 1735.95 1695.95 1655.95 1615.95 1575.95 1535.95 1495.95 1455.95 1415.95 1375.95
400,normal_ka11_ka20,KA11_KA20,7,194.8314,190.5714,199.0914,14366,14370,23,22,22,14366 - 14370 1657.15 1617.15 1577.15 1537.15 1497.15 1457.15 1417.15 1377.15 1337.15 1297.15 1737.15 1697.15 1657.15 1617.15 1577.15 1537.15 1497.15 1457.15 1417.15 1377.15
400,normal_ka11_ka20,KA11_KA20,8,203.3514,199.0914,207.6114,14371,14375,23,22,22,14371 - 14375 1658.35 1618.35 1578.35 1538.35 1498.35 1458.35 1418.35 1378.35 1338.35 1298.35 1738.35 1698.35 1658.35 1618.35 1578.35 1538.35 1498.35 1458.35 1418.35 1378.35
400,normal_ka11_ka20,KA11_KA20,9,211.8714,207.6114,216.1314,14376,14380,23,22,22,14376 - 14380 1659.55 1619.55 1579.55 1539.55 1499.55 1459.55 1419.55 1379.55 1339.55 1299.55 1739.55 1699.55 1659.55 1619.55 1579.55 1539.55 1499.55 1459.55 1419.55 1379.55
400,normal_ka11_ka20,KA11_KA20,10,220.3914,216.1314,224.6514,14381,14385,23,22,22,14381 - 14385 1660.75 1620.75 1580.75 1540.75 1500.75 1460.75 1420.75 1380.75 1340.75 1300.75 1740.75 1700.75 1660.75 1620.75 1580.75 1540.75 1500.75 1460.75 1420.75 1380.75
400,normal_ka11_ka20,KA11_KA20,11,228.9114,224.6514,233.1714,14386,14390,23,22,22,14386 - 14390 1661.95 1621.95 1581.95 1541.95 1501.95 1461.95 1421.95 1381.95 1341.95 1301.95 1741.95 1701.95 1661.95 1621.95 1581.95 1541.95 1501.95 1461.95 1421.95 1381.95
400,normal_ka11_ka20,KA11_KA20,12,237.4314,233.1714,241.6914,14391,14395,23,22,22,14391 - 14395 1663.15 1623.15 1583.15 1543.15 1503.15 1463.15 1423.15 1383.15 1343.15 1303.15 1743.15 1703.15 1663.15 1623.15 1583.15 1543.15 1503.15 1463.15 1423.15 1383.15
400,normal_ka11_ka20,KA11_KA20,13,245.9514,241.6914,250.2114,14396,14400,23,22,22,14396 - 14400 1664.35 1624.35 1584.35 1544.35 1504.35 1464.35 1424.35 1384.35 1344.35 1304.35 1744.35 1704.35 1664.35 1624.35 1584.35 1544.35 1504.35 1464.35 1424.35 1384.35
400,normal_ka11_ka20,KA11_KA20,14,254.4714,250.2114,258.7314,14401,14405,23,22,22,14401 - 14405 1665.55 1625.55 1585.55 1545.55 1505.55 1465.55 1425.55 1385.55 1345.55 1305.55 1745.55 1705.55 1665.55 1625.55 1585.55 1545.55 1505.55 1465.55 1425.55 1385.55
400,normal_ka11_ka20,KA11_KA20,15,262.9914,258.7314,267.2614,14406,14410,23,22,22,14406 - 14410 1666.75 1626.75 1586.75 1546.75 1506.75 1466.75 1426.75 1386.75 1346.75 1306.75 1746.75 1706.75 1666.75 1626.75 1586.75 1546.75 1506.75 1466.75 1426.75 1386.75
400,normal_ka11_ka20,KA11_KA20,16,271.5314,267.2614,275.7914,14411,14415,23,22,22,14411 - 14415 1667.95 1627.95 1587.95 1547.95 1507.95 1467.95 1427.95 1387.95 1347.95 1307.95 1747.95 1707.95 1667.95 1627.95 1587.95 1547.95 1507.95 1467.95 1427.95 1387.95
400,normal_ka11_ka20,KA11_KA20,17,280.0514,275.7914,284.3114,14416,14420,23,22,22,14416 - 14420 1669.15 1629.15 1589.15 1549.15 1509.15 1469.15 1429.15 1389.15 1349.15 1309.15 1749.15 1709.15 1669.15 1629.15 1589.15 1549.15 1509.15 1469.15 1429.15 1389.15
400,normal_ka11_ka20,KA11_KA20,18,288.5714,284.3114,292.8314,14421,14425,23,22,22,14421 - 14425 1670.35 1630.35 1590.35 1550.35 1510.35 1470.35 1430.35 1390.35 1350.35 1310.35 1750.35 1710.35 1670.35 1630.35 1590.35 1550.35 1510.35 1470.35 1430.35 1390.35
400,normal_ka11_ka20,KA11_KA20,19,297.0914,292.8314,301.3514,14426,14430,23,22,22,14426 - 14430 1671.55 1631.55 1591.55 1551.55 1511.55 1471.55 1431.55 1391.55 1351.55 1311.55 1751.55 1711.55 1671.55 1631.55 1591.55 1551.55 1511.55 1471.55 1431.55 1391.55
400,normal_ka11_ka20,KA11_KA20,20,305.6114,301.3514,309.8714,14431,14435,23,22,22,14431 - 14435 1672.75 1632.75 1592.75 1552.75 1512.75 1472.75 1432.75 1392.75 1352.75 1312.75 1752.75 1712.75 1672.75 1632.75 1592.75 1552.75 1512.75 1472.75 1432.75 1392.75
400,normal_ka11_ka20,KA11_KA20,21,314.1314,309.8714,318.3914,14436,14440,23,22,22,14436 - 14440 1673.95 1633.95 1593.95 1553.95 1513.95 1473.95 1433.95 1393.95 1353.95 1313.95 1753.95 1713.95 1673.95 1633.95 1593.95 1553.95 1513.95 1473.95 1433.95 1393.95
400,normal_ka11_ka20,KA11_KA20,22,322.6514,318.3914,326.9114,14441,14445,23,22,22,14441 - 14445 1675.15 1635.15 1595.15 1555.15 1515.15 1475.15 1435.15 1395.15 1355.15 1315.15 1755.15 1715.15 1675.15 1635.15 1595.15 1555.15 1515.15 1475.15 1435.15 1395.15
400,normal_ka11_ka20,KA11_KA20,23,331.1714,326.9114,335.4314,14446,14450,23,22,22,14446 - 14450 1676.35 1636.35 1596.35 1556.35 1516.35 1476.35 1436.35 1396.35 1356.35 1316.35 1756.35 1716.35 1676.35 1636.35 1596.35 1556.35 1516.35 1476.35 1436.35 1396.35
400,normal_ka11_ka20,KA11_KA20,24,339.6914,335.4314,343.9514,14451,14455,23,22,22,14451 - 14455 1677.55 1637.55 1597.55 1557.55 1517.55 1477.55 1437.55 1397.55 1357.55 1317.55 1757.55 1717.55 1677.55 1637.55 1597.55 1557.55 1517.55 1477.55 1437.55 1397.55
400,normal_ka11_ka20,KA11_KA20,25,348.2114,343.9514,352.4714,14456,14460,23,22,22,14456 - 14460 1678.75 1638.75 1598.75 1558.75 1518.75 1478.75 1438.75 1398.75 1358.75 1318.75 1758.75 1718.75 1678.75 1638.75 1598.75 1558.75 1518.75 1478.75 1438.75 1398.75
400,normal_ka11_ka20,KA11_KA20,26,356.7314,352.4714,360.9914,14461,14465,23,22,22,14461 - 14465 1679.95 1639.95 1599.95 1559.95 1519.95 1479.95 1439.95 1399.95 1359.95 1319.95 1759.95 1719.95 1679.95 1639.95 1599.95 1559.95 1519.95 1479.95 1439.95 1399.95
400,normal_ka11_ka20,KA11_KA20,27,365.2514,360.9914,369.5114,14466,14470,23,22,22,14466 - 14470 1681.15 1641.15 1601.15 1561.15 1521.15 1481.15 1441.15 1401.15 1361.15 1321.15 1761.15 1721.15 1681.15 1641.15 1601.15 1561.15 1521.15 1481.15 1441.15 1401.15
400,normal_ka11_ka20,KA11_KA20,28,373.7714,369.5114,378.0314,14471,14475,23,22,22,14471 - 14475 1682.35 1642.35 1602.35 1562.35 1522.35 1482.35 1442.35 1402.35 1362.35 1322.35 1762.35 1722.35 1682.35 1642.35 1602.35 1562.35 1522.35 1482.35 1442.35 1402.35
400,normal_ka11_ka20,KA11_KA20,29,382.2914,378.0314,386.5664,14476,14480,23,22,22,14476 - 14480 1683.55 1643.55 1603.55 1563.55 1523.55 1483.55 1443.55 1403.55 1363.55 1323.55 1763.55 1723.55 1683.55 1643.55 1603.55 1563.55 1523.55 1483.55 1443.55 1403.55
400,normal_ka11_ka20,KA11_KA20,30,390.8414,386.5664,395.1014,14481,14485,23,22,22,14481 - 14485 1684.75 1644.75 1604.75 1564.75 1524.75 1484.75 1444.75 1404.75 1364.75 1324.75 1764.75 1724.75 1684.75 1644.75 1604.75 1564.75 1524.75 1484.75 1444.75 1404.75
400,normal_ka11_ka20,KA11_KA20,31,399.3614,395.1014,403.6214,14486,14490,23,22,22,14486 - 14490 1685.95 1645.95 1605.95 1565.95 1525.95 1485.95 1445.95 1405.95 1365.95 1325.95 1765.95 1725.95 1685.95 1645.95 1605.95 1565.95 1525.95 1485.95 1445.95 1405.95
400,normal_ka11_ka20,KA11_KA20,32,407.8814,403.6214,412.1414,14491,14495,23,22,22,14491 - 14495 1687.15 1647.15 1607.15 1567.15 1527.15 1487.15 1447.15 1407.15 1367.15 1327.15 1767.15 1727.15 1687.15 1647.15 1607.15 1567.15 1527.15 1487.15 1447.15 1407.15
400,normal_ka11_ka20,KA11_KA20,33,416.4014,412.1414,420.6614,14496,14500,23,22,22,14496 - 14500 1688.35 1648.35 1608.35 1568.35 1528.35 1488.35 1448.35 1408.35 1368.35 1328.35 1768.35 1728.35 1688.35 1648.35 1608.35 1568.35 1528.35 1488.35 1448.35 1408.35
400,normal_ka11_ka20,KA11_KA20,34,424.9214,420.6614,429.1814,14501,14505,23,22,22,14501 - 14505 1689.55 1649.55 1609.55 1569.55 1529.55 1489.55 1449.55 1409.55 1369.55 1329.55 1769.55 1729.55 1689.55 1649.55 1609.55 1569.55 1529.55 1489.55 1449.55 1409.55
