source_page,template_family,section_code,parsed_grid_rows,canonical_records,populated_records,observed_dash_records,provenance_path
223,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
224,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
225,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
226,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
227,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
228,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
229,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
230,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
231,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
232,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
233,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
234,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
235,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
236,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
237,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
238,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
239,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
240,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
241,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
242,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
243,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
244,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
245,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
246,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
247,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
248,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
249,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
250,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
251,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
252,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
253,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
254,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
255,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
256,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
257,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
258,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
259,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
260,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
261,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
262,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
263,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
264,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
265,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
266,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
267,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
268,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
269,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
270,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
271,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
272,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
273,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
274,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
275,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
276,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
277,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
278,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
279,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
280,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
281,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
282,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
283,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
284,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
285,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
286,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
287,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
288,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
289,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
290,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
291,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
292,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
293,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
294,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
295,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
296,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
297,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
298,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
299,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
300,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
301,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
302,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
303,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
304,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
305,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
306,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
307,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
308,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
309,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
310,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
311,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
312,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
313,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
314,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
315,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
316,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
317,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
318,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
319,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
320,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
321,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
322,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
323,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
324,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
325,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
326,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
327,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
328,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
329,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
330,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
331,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
332,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
333,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
334,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
335,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
336,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
337,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
338,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
339,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
340,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
341,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
342,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
343,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
344,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
345,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
346,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
347,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
348,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
349,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
350,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
351,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
352,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
353,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
354,normal_ka1_ka10,KA1_KA10,47,1081,1081,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
355,short_final_ka1_ka10,KA1_KA10,17,391,391,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
357,intro_data_ka11_ka20,KA11_KA20,24,480,24,456,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
358,normal_ka11_ka20,KA11_KA20,44,880,80,800,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
359,normal_ka11_ka20,KA11_KA20,44,880,144,736,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
360,normal_ka11_ka20,KA11_KA20,44,880,199,681,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
361,normal_ka11_ka20,KA11_KA20,44,880,282,598,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
362,normal_ka11_ka20,KA11_KA20,44,880,408,472,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
363,normal_ka11_ka20,KA11_KA20,44,880,522,358,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
364,normal_ka11_ka20,KA11_KA20,44,880,631,249,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
365,normal_ka11_ka20,KA11_KA20,44,880,703,177,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
366,normal_ka11_ka20,KA11_KA20,44,880,763,117,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
367,normal_ka11_ka20,KA11_KA20,44,880,818,62,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
368,normal_ka11_ka20,KA11_KA20,44,880,873,7,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
369,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
370,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
371,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
372,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
373,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
374,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
375,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
376,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
377,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
378,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
379,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
380,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
381,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
382,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
383,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
384,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
385,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
386,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
387,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
388,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
389,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
390,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
391,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
392,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
393,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
394,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
395,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
396,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
397,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
398,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
399,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
400,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
401,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
402,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
403,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
404,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
405,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
406,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
407,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
408,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
409,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
410,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
411,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
412,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
413,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
414,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
415,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
416,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
417,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
418,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
419,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
420,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
421,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
422,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
423,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
424,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
425,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
426,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
427,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
428,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
429,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
430,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
431,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
432,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
433,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
434,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
435,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
436,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
437,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
438,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
439,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
440,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
441,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
442,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
443,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
444,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
445,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
446,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
447,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
448,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
449,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
450,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
451,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
